kemendagri_kode_provinsi;kemendagri_nama_provinsi;kemendagri_kode_kabupaten_kota;kemendagri_nama_kabupaten_kota;tahun;status_idm;jumlah;satuan;
11;Aceh;11.16;Kabupaten Aceh Tamiang;2018;Mandiri;0;Desa;
11;Aceh;11.16;Kabupaten Aceh Tamiang;2018;Sangat Tertinggal;4;Desa;
11;Aceh;11.16;Kabupaten Aceh Tamiang;2018;Tertinggal;117;Desa;
11;Aceh;11.04;Kabupaten Aceh Tengah;2018;Berkembang;70;Desa;
11;Aceh;11.04;Kabupaten Aceh Tengah;2018;Maju;4;Desa;
11;Aceh;11.04;Kabupaten Aceh Tengah;2018;Mandiri;0;Desa;
11;Aceh;11.04;Kabupaten Aceh Tengah;2018;Sangat Tertinggal;16;Desa;
11;Aceh;11.04;Kabupaten Aceh Tengah;2018;Tertinggal;199;Desa;
11;Aceh;11.02;Kabupaten Aceh Tenggara;2018;Berkembang;153;Desa;
11;Aceh;11.02;Kabupaten Aceh Tenggara;2018;Maju;2;Desa;
11;Aceh;11.02;Kabupaten Aceh Tenggara;2018;Mandiri;0;Desa;
11;Aceh;11.02;Kabupaten Aceh Tenggara;2018;Sangat Tertinggal;15;Desa;
11;Aceh;11.02;Kabupaten Aceh Tenggara;2018;Tertinggal;197;Desa;
11;Aceh;11.03;Kabupaten Aceh Timur;2018;Berkembang;179;Desa;
11;Aceh;11.03;Kabupaten Aceh Timur;2018;Maju;3;Desa;
11;Aceh;11.03;Kabupaten Aceh Timur;2018;Mandiri;0;Desa;
11;Aceh;11.03;Kabupaten Aceh Timur;2018;Sangat Tertinggal;40;Desa;
11;Aceh;11.03;Kabupaten Aceh Timur;2018;Tertinggal;290;Desa;
11;Aceh;11.08;Kabupaten Aceh Utara;2018;Berkembang;66;Desa;
11;Aceh;11.08;Kabupaten Aceh Utara;2018;Maju;2;Desa;
11;Aceh;11.08;Kabupaten Aceh Utara;2018;Mandiri;0;Desa;
11;Aceh;11.08;Kabupaten Aceh Utara;2018;Sangat Tertinggal;153;Desa;
11;Aceh;11.08;Kabupaten Aceh Utara;2018;Tertinggal;611;Desa;
11;Aceh;11.71;Kota Banda Aceh;2018;Berkembang;45;Desa;
11;Aceh;11.71;Kota Banda Aceh;2018;Maju;39;Desa;
11;Aceh;11.71;Kota Banda Aceh;2018;Mandiri;5;Desa;
11;Aceh;11.71;Kota Banda Aceh;2018;Sangat Tertinggal;1;Desa;
11;Aceh;11.71;Kota Banda Aceh;2018;Tertinggal;0;Desa;
11;Aceh;11.17;Kabupaten Bener Meriah;2018;Berkembang;88;Desa;
11;Aceh;11.17;Kabupaten Bener Meriah;2018;Maju;7;Desa;
11;Aceh;11.17;Kabupaten Bener Meriah;2018;Mandiri;0;Desa;
11;Aceh;11.17;Kabupaten Bener Meriah;2018;Sangat Tertinggal;6;Desa;
11;Aceh;11.17;Kabupaten Bener Meriah;2018;Tertinggal;128;Desa;
11;Aceh;11.11;Kabupaten Bireuen;2018;Berkembang;110;Desa;
11;Aceh;11.11;Kabupaten Bireuen;2018;Maju;5;Desa;
11;Aceh;11.11;Kabupaten Bireuen;2018;Mandiri;0;Desa;
11;Aceh;11.11;Kabupaten Bireuen;2018;Sangat Tertinggal;57;Desa;
11;Aceh;11.11;Kabupaten Bireuen;2018;Tertinggal;434;Desa;
11;Aceh;11.13;Kabupaten Gayo Lues;2018;Berkembang;38;Desa;
11;Aceh;11.13;Kabupaten Gayo Lues;2018;Maju;1;Desa;
11;Aceh;11.13;Kabupaten Gayo Lues;2018;Mandiri;1;Desa;
11;Aceh;11.13;Kabupaten Gayo Lues;2018;Sangat Tertinggal;15;Desa;
11;Aceh;11.13;Kabupaten Gayo Lues;2018;Tertinggal;78;Desa;
11;Aceh;11.74;Kota Langsa;2018;Berkembang;57;Desa;
11;Aceh;11.74;Kota Langsa;2018;Maju;4;Desa;
11;Aceh;11.74;Kota Langsa;2018;Mandiri;0;Desa;
11;Aceh;11.74;Kota Langsa;2018;Sangat Tertinggal;0;Desa;
11;Aceh;11.74;Kota Langsa;2018;Tertinggal;5;Desa;
11;Aceh;11.73;Kota Lhokseumawe;2018;Berkembang;54;Desa;
11;Aceh;11.73;Kota Lhokseumawe;2018;Maju;6;Desa;
11;Aceh;11.73;Kota Lhokseumawe;2018;Mandiri;3;Desa;
11;Aceh;11.73;Kota Lhokseumawe;2018;Sangat Tertinggal;0;Desa;
11;Aceh;11.73;Kota Lhokseumawe;2018;Tertinggal;5;Desa;
11;Aceh;11.72;Kota Sabang;2018;Berkembang;7;Desa;
11;Aceh;11.72;Kota Sabang;2018;Maju;11;Desa;
11;Aceh;11.72;Kota Sabang;2018;Mandiri;0;Desa;
11;Aceh;11.72;Kota Sabang;2018;Sangat Tertinggal;0;Desa;
11;Aceh;11.72;Kota Sabang;2018;Tertinggal;0;Desa;
11;Aceh;11.15;Kabupaten Nagan Raya;2018;Berkembang;49;Desa;
11;Aceh;11.15;Kabupaten Nagan Raya;2018;Maju;7;Desa;
11;Aceh;11.15;Kabupaten Nagan Raya;2018;Mandiri;0;Desa;
11;Aceh;11.15;Kabupaten Nagan Raya;2018;Sangat Tertinggal;21;Desa;
11;Aceh;11.15;Kabupaten Nagan Raya;2018;Tertinggal;145;Desa;
11;Aceh;11.07;Kabupaten Pidie;2018;Berkembang;118;Desa;
11;Aceh;11.07;Kabupaten Pidie;2018;Maju;1;Desa;
11;Aceh;11.07;Kabupaten Pidie;2018;Mandiri;0;Desa;
11;Aceh;11.07;Kabupaten Pidie;2018;Sangat Tertinggal;46;Desa;
11;Aceh;11.07;Kabupaten Pidie;2018;Tertinggal;564;Desa;
11;Aceh;11.18;Kabupaten Pidie Jaya;2018;Berkembang;91;Desa;
11;Aceh;11.18;Kabupaten Pidie Jaya;2018;Maju;3;Desa;
11;Aceh;11.18;Kabupaten Pidie Jaya;2018;Mandiri;0;Desa;
11;Aceh;11.18;Kabupaten Pidie Jaya;2018;Sangat Tertinggal;5;Desa;
11;Aceh;11.18;Kabupaten Pidie Jaya;2018;Tertinggal;123;Desa;
11;Aceh;11.09;Kabupaten Simeulue;2018;Berkembang;81;Desa;
11;Aceh;11.09;Kabupaten Simeulue;2018;Maju;4;Desa;
11;Aceh;11.09;Kabupaten Simeulue;2018;Mandiri;0;Desa;
11;Aceh;11.09;Kabupaten Simeulue;2018;Sangat Tertinggal;1;Desa;
11;Aceh;11.09;Kabupaten Simeulue;2018;Tertinggal;52;Desa;
11;Aceh;11.75;Kota Subulussalam;2018;Berkembang;20;Desa;
11;Aceh;11.75;Kota Subulussalam;2018;Maju;1;Desa;
11;Aceh;11.75;Kota Subulussalam;2018;Mandiri;0;Desa;
11;Aceh;11.75;Kota Subulussalam;2018;Sangat Tertinggal;5;Desa;
11;Aceh;11.75;Kota Subulussalam;2018;Tertinggal;56;Desa;
